City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
596,Mongagua,BR,2021-09-17 21:45:54,-24.0931,-46.6208,77.68,95,98,7.99
597,Gourcy,BF,2021-09-17 21:45:54,13.2167,-2.35,82.81,60,57,5.01
598,Geelong,AU,2021-09-17 21:41:52,-38.1471,144.3607,56.91,73,49,15.01
599,Tommot,RU,2021-09-17 21:45:55,58.9564,126.2925,38.35,92,100,15.7
600,Fayaoue,NC,2021-09-17 21:45:55,-20.65,166.5333,70.27,62,43,21.52
601,Kribi,CM,2021-09-17 21:45:56,2.95,9.9167,76.84,90,89,6.98
602,Astana,KZ,2021-09-17 21:45:56,51.1801,71.446,40.66,75,7,8.05
603,Tselinnoye,RU,2021-09-17 21:45:56,53.0833,85.6667,64.24,53,100,18.48
604,Naryan-Mar,RU,2021-09-17 21:45:57,67.6713,53.087,39.67,80,100,15.61
605,Chicama,PE,2021-09-17 21:41:08,-7.8447,-79.1469,69.12,67,28,9.15
606,Gannan,CN,2021-09-17 21:45:57,47.9147,123.5031,48.79,72,80,10.47
607,Priargunsk,RU,2021-09-17 21:45:58,50.3691,119.1012,38.71,60,83,3.58
